ID,Date,Item #,Description,Category,Qty,Retail,Subtotal,Discount
16424,2023-07-04,210000000083,Install Headset,Labour,1,$25.00,$25.00,$0.00
16425,2023-07-04,210000000125,Install Tube,Labour,2,$10.00,$20.00,$0.00
16425,2023-07-04,210000002771,49N STD 700C x 23-28MM P/V48,Product,2,$8.00,$16.00,$0.00
16426,2023-07-04,210000000000," (Work order #4521, Item: CCM mtb Blk/Yellow
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16426,2023-07-04,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16426,2023-07-04,210000000000," (Work order #4522, Item: Norco Kokanee Purple
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16426,2023-07-04,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16426,2023-07-04,210000003409,49N  ERGONOMIC COMFORT GRIP,Product,1,$11.00,$11.00,$0.00
16427,2023-07-04,210000003218,"EVO, Metropol, Tire, 700x40C, Wire, Clincher, Black",Product,1,$31.00,$31.00,$0.00
16427,2023-07-04,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16427,2023-07-04,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,1,$10.00,$10.00,$0.00
16428,2023-07-04,210000000000," (Work order #4529, Item: Wheel 
Replace rear tire setup tubeless)",Quote,1,$0.00,$0.00,$0.00
16428,2023-07-04,210000002110,TIRE SEALANT / 2 FL OZ,Product,2,$5.00,$10.00,$0.00
16428,2023-07-04,210000000000, (Tire repair),Labour,1,$10.00,$10.00,$0.00
16429,2023-07-04,210000003455,"EVO, Presta, Tube, Length: 48mm, 700C, 35-44C",Product,1,$11.00,$11.00,$2.20
16430,2023-07-05,210000004192,"Mirrycle, Mirror For MTB/ Hybrids",Product,1,$30.00,$30.00,$6.00
16431,2023-07-05,210000000095,Bleed Hydraulic Brake,Labour,1,$35.00,$35.00,$0.00
16432,2023-07-05,210000000000," (Work order #4527, Item: Trek Neko hyb Blk/Purple
Bike tune

Called 07/04/23 vm)",Quote,1,$0.00,$0.00,$0.00
16432,2023-07-05,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16432,2023-07-05,210000004610,JAG SPRT SLK SS BRK,Product,1,$5.00,$5.00,$0.00
16432,2023-07-05,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,2,$1.00,$2.00,$0.00
16432,2023-07-05,210000003540,PACE CAMO MATTE GRY S/M,Product,1,$90.00,$90.00,$31.50
16433,2023-07-05,210000004029,49N ULTRA GRIP PU BAR TAPE BLUE,Product,1,$31.00,$31.00,$0.00
16433,2023-07-05,210000005007,KMC CHAIN 9sp,Product,1,$35.00,$35.00,$0.00
16434,2023-07-05,210000004610,JAG SPRT SLK SS BRK,Product,1,$5.00,$5.00,$0.00
16434,2023-07-05,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,2,$1.00,$2.00,$0.00
16434,2023-07-05,210000000000, (Brake Caliper),Labour,1,$7.00,$7.00,$0.00
16434,2023-07-05,210000000091,Install V-Brake *Front/Rear*,Labour,1,$20.00,$20.00,$0.00
16434,2023-07-05,210000000000, (Brake Lever),Labour,1,$10.00,$10.00,$0.00
16435,2023-07-05,210000003218,"EVO, Metropol, Tire, 700x40C, Wire, Clincher, Black",Product,1,$31.00,$31.00,$0.00
16435,2023-07-05,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,1,$10.00,$10.00,$0.00
16435,2023-07-05,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16436,2023-07-05,210000003143,"Roswheel, Tour Rear Rack, Black",Product,1,$70.00,$70.00,$0.00
16436,2023-07-05,210000003891,MAYA 3.0 SLD MATTE MOS/SLV L/XL,Product,1,$100.00,$100.00,$0.00
16437,2023-07-05,210000004484,RADIX MIPS MATTE BLACK S,Product,1,$150.00,$150.00,$30.00
16438,2023-07-05,210000005019,HANDLEBAR ZOOM BLK ALLOY 123mm Rise,Product,1,$30.00,$30.00,$0.00
16438,2023-07-05,210000004610,JAG SPRT SLK SS BRK,Product,1,$5.00,$5.00,$0.00
16438,2023-07-05,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,5,$1.00,$5.00,$0.00
16439,2023-07-05,210000000000," (Work order #4526, Item: Trek Dual Sport Grey 
Bike tune Add sealant Check chain replace if needed)",Quote,1,$0.00,$0.00,$0.00
16439,2023-07-05,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16439,2023-07-05,210000001379,"Sram, PC-1031, 10sp chain, 114 links, Powerlock",Product,1,$36.00,$36.00,$0.00
16440,2023-07-05,210000000101,Hanger True,Labour,1,$30.00,$30.00,$0.00
16441,2023-07-05,210000000000," (Work order #4538, Item: Cannondale Yellow
Ready on 04/07 at 1:23 pm
Repair drivetrain)",Quote,1,$0.00,$0.00,$0.00
16441,2023-07-05,210000000099,Adjust Rear Derailleur,Labour,1,$25.00,$25.00,$0.00
16441,2023-07-05,210000003454,"EVO, Presta, Tube, Length: 48mm, 26'', 1.75-2.125",Product,2,$8.00,$16.00,$0.00
16442,2023-07-05,210000000101,Hanger True,Labour,1,$30.00,$30.00,$0.00
16443,2023-07-05,210000003541,PACE CAMO MATTE GRY L/XL,Product,1,$90.00,$90.00,$31.50
16444,2023-07-05,210000003218,"EVO, Metropol, Tire, 700x40C, Wire, Clincher, Black",Product,1,$31.00,$31.00,$0.00
16445,2023-07-05,210000003695,Rear mount 26″ & 700″ for disc brake,Product,1,$50.00,$50.00,$0.00
16445,2023-07-05,210000004435,"Basil, Urban Dry Double Bag, Double bag, Solid Black",Product,1,$195.00,$195.00,$0.00
16446,2023-07-05,210000000000," (Work order #4534, Item: Trek hyb Grn/Blk
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16446,2023-07-05,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16446,2023-07-05,210000004610,JAG SPRT SLK SS BRK,Product,1,$5.00,$5.00,$0.00
16446,2023-07-05,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,3,$1.00,$3.00,$0.00
16446,2023-07-05,210000005042,"Jagwire, Mountain Sport, V-brake pads, All-Weather (Aw), Black, Pair",Product,1,$8.00,$8.00,$0.00
16447,2023-07-05,210000002215,spoke,Product,2,$3.00,$6.00,$0.00
16447,2023-07-05,210000001827,"49N MTB PEDALS - ALLOY 9/16""",Product,1,$24.00,$24.00,$0.00
16448,2023-07-06,210000003328,"49N RESIN FLAT PEDAL BLK 1/2""",Product,1,$20.00,$20.00,$0.00
16449,2023-07-06,210000000000," (Work order #4464, Item: Mongoose mtb Silver
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16449,2023-07-06,210000000364,Bike Tune,Labour,1,$70.00,$70.00,$0.00
16449,2023-07-06,210000004217,"Shimano, FC-TX801, Crank Arm, 170mm, Square, Black",Product,1,$35.00,$35.00,$0.00
16449,2023-07-06,210000005079,"Shimano, BB-UN300 XL118, Square Taper BB, British, 68mm, : 118mm, Silver",Product,1,$24.00,$24.00,$0.00
16449,2023-07-06,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,3,$1.00,$3.00,$0.00
16449,2023-07-06,210000004610,JAG SPRT SLK SS BRK,Product,2,$5.00,$10.00,$0.00
16449,2023-07-06,210000004609,JAG BASIC LEX SHFT OUT BLK HOUSING,Product,5,$1.00,$5.00,$0.00
16449,2023-07-06,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
16449,2023-07-06,210000003957,857 AL TEKTRO FRONT & REAR V-BRAKE,Product,1,$35.00,$35.00,$0.00
16450,2023-07-06,210000003793,"EVO, NiteBright 100, Light, Rear, Black",Product,1,$25.00,$25.00,$0.00
16451,2023-07-06,210000000000," (Work order #4515, Item: Specialized mtb Wht
Bike tune Repair dropper seat post )",Quote,1,$0.00,$0.00,$0.00
16451,2023-07-06,210000000364,Bike Tune,Labour,1,$100.00,$100.00,$0.00
16452,2023-07-06,210000003330,49N FORMFIT ERGO 175 M/F SDL,Product,1,$47.00,$47.00,$0.00
16453,2023-07-06,210000000000," (Work order #4524, Item: Nishiki Colorado Slvr
Bike tune

Called 06/30/23)",Quote,1,$0.00,$0.00,$0.00
16453,2023-07-06,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16453,2023-07-06,210000003366,"SRAM, MRX Comp, Gripshift shifter Pair, 6sp",Product,1,$27.00,$27.00,$0.00
16454,2023-07-06,210000000147,16 X 1.75-2.125 SV(35) TUBE,Product,2,$8.00,$16.00,$0.00
16454,2023-07-06,210000000125,Install Tube,Labour,2,$10.00,$20.00,$0.00
16455,2023-07-06,210000000000," (Work order #4547, Item: Trek Marlin 7 
Check over drive train chain is skipping Replace broken spoke True rear wheel)",Quote,1,$0.00,$0.00,$0.00
16455,2023-07-06,210000002215,spoke,Product,1,$3.00,$3.00,$0.00
16455,2023-07-06,210000000000," (Labor : install spoke, install shifter cable and tune gears)",Labour,1,$40.00,$40.00,$0.00
16455,2023-07-06,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
16456,2023-07-06,210000000000," (Work order #4514, Item: GT Aggressor  Grey
Replace BB as needed. Replace broken hanger )",Quote,1,$0.00,$0.00,$0.00
16456,2023-07-06,210000002859,"Shimano, Altus RD-M310, Rear derailleur, 7/8sp., Black, Smart",Product,1,$40.00,$40.00,$0.00
16456,2023-07-06,210000003280,"Wheels Manufacturing, Dropout 94, Derailleur hanger, GT",Product,1,$32.00,$32.00,$0.00
16456,2023-07-06,210000005011,KMC Missing Link 7/8sp,Product,1,$5.00,$5.00,$0.00
16458,2023-07-06,210000000953,TEKTRO TR160-2 160MM 6-BLT RTR,Product,1,$21.00,$21.00,$0.00
16458,2023-07-06,210000005061,"Shimano, B05S-RX B-Type, Disc Brake Pads, Shape: Shimano B-Type, Resin, Pair, EBPB05SRXA",Product,1,$20.00,$20.00,$0.00
16458,2023-07-06,210000004220,"Shimano, BB-UN300-K D-EL, Square Taper BB, British, 68mm, : 127.5mm, Silver",Product,1,$25.00,$25.00,$0.00
16459,2023-07-06,210000000000, (axle),Labour,1,$15.00,$15.00,$0.00
16460,2023-07-07,210000003750,26 x 1.50-2.10 SV TUBE,Product,3,$8.00,$24.00,$0.00
16461,2023-07-07,210000000000," (Work order #4539, Item: GT Aggressor hyb Grey/Orange
Bike tune True front wheel tension spokes Add stem extender Add new grips
)",Quote,1,$0.00,$0.00,$0.00
16461,2023-07-07,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16461,2023-07-07,210000002341,Threadless Stem Extender 28.6mm Blk 50-80mm,Product,1,$46.00,$46.00,$0.00
16461,2023-07-07,210000000190,49N DLX LOCK-DWN ERGO GRIP,Product,1,$25.00,$25.00,$0.00
16461,2023-07-07,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,9,$1.00,$9.00,$0.00
16461,2023-07-07,210000004609,JAG BASIC LEX SHFT OUT BLK HOUSING,Product,9,$1.00,$9.00,$0.00
16461,2023-07-07,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
16461,2023-07-07,210000004610,JAG SPRT SLK SS BRK,Product,2,$5.00,$10.00,$0.00
16461,2023-07-07,210000000000, (new Axle for rear wheel),Labour,1,$15.00,$15.00,$0.00
16461,2023-07-07,210000004808,Front Axle Q/R,Product,1,$15.00,$15.00,$0.00
16461,2023-07-07,210000000000, (Shimano MEGARANGE 34t),Labour,1,$25.00,$25.00,$0.00
16461,2023-07-07,210000001477,"Sram, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$25.00,$25.00,$0.00
16462,2023-07-07,210000000000," (Work order #4528, Item: Recumbent Red
Derailleur adjust Check chain Repair shifters

Called 07/05/23)",Quote,1,$0.00,$0.00,$0.00
16462,2023-07-07,210000004216,"Shimano, Deore M6000 Pulleys, RD-M6000-SGS, Set",Product,1,$20.00,$20.00,$0.00
16462,2023-07-07,210000000099,Adjust Rear Derailleur,Labour,1,$25.00,$25.00,$0.00
16462,2023-07-07,210000005007,KMC CHAIN 9sp,Product,2,$35.00,$70.00,$0.00
16462,2023-07-07,210000000126,Install Multi-Speed Chain,Labour,1,$35.00,$35.00,$0.00
16463,2023-07-07,210000000000," (Work order #4540, Item: Cervelo P5 Blk
Bike box

Called 07/06/23)",Quote,1,$0.00,$0.00,$0.00
16463,2023-07-07,210000000145,Bike Packing/Boxing,Labour,1,$100.00,$100.00,$0.00
16464,2023-07-07,210000003402,GRAND PRIX 5000 700 X 23 BLK BLKCHILI,Product,1,$75.00,$75.00,$0.00
16464,2023-07-07,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16464,2023-07-07,210000003371,"EVO, Presta, Tube, Length: 80mm, 700C, 23-25C",Product,1,$15.00,$15.00,$0.00
16465,2023-07-07,210000001662,WET LUBE 4OZ A57+A57,Product,1,$15.00,$15.00,$0.00
16466,2023-07-07,210000000000," (Work order #4548, Item: Ride 1up ebike Grey
True rear wheel replace broken spokes)",Quote,1,$0.00,$0.00,$0.00
16466,2023-07-07,210000002215,spoke,Product,4,$3.00,$12.00,$0.00
16466,2023-07-07,210000000131,True Rear Wheel,Labour,1,$35.00,$35.00,$0.00
16466,2023-07-07,210000000101,Hanger True,Labour,1,$30.00,$30.00,$0.00
16467,2023-07-07,210000004195,"Delta, Smart Phone Holder XL",Product,1,$46.00,$46.00,$0.00
16468,2023-07-07,210000000000, (Work order #4544),Quote,1,$0.00,$0.00,$0.00
16468,2023-07-07,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
16468,2023-07-07,210000004334,"EVO, Seatpost clamp with quick release, 34.9mm, Black",Product,1,$18.00,$18.00,$0.00
16469,2023-07-07,210000001521,"Kenda, Kwest, Tire, 700x32C, Wire, Clincher, SRC, K-Shield, 30TPI, Black",Product,1,$34.00,$34.00,$0.00
16469,2023-07-07,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16470,2023-07-07,210000000000," (Work order #4536, Item: Infinity mtb Silver
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16470,2023-07-07,210000000364,Bike Tune,Labour,1,$56.11,$56.11,$0.00
16470,2023-07-07,210000000383,"Jagwire, V-brake noodles, 90°, Bag of 10",Product,1,$5.00,$5.00,$0.00
16470,2023-07-07,210000004610,JAG SPRT SLK SS BRK,Product,1,$5.00,$5.00,$0.00
16470,2023-07-07,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,1,$1.00,$1.00,$0.00
16471,2023-07-07,210000004220,"Shimano, BB-UN300-K D-EL, Square Taper BB, British, 68mm, : 127.5mm, Silver",Product,1,$0.00,$0.00,$0.00
16472,2023-07-07,210000000000," (Work order #4509, Item: TRIKE BLACK
Tune up Stem Extension Replace Cables and Housing

Called 06/27/23 vm)",Quote,1,$0.00,$0.00,$0.00
16472,2023-07-07,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
16472,2023-07-07,210000004609,JAG BASIC LEX SHFT OUT BLK HOUSING,Product,5,$1.00,$5.00,$0.00
16472,2023-07-07,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
16472,2023-07-07,210000002612,JAGWIRE MOUNTAIN SPORT BRAKE INNER WIRE - SLICK STAINLESS/GALVANISED,Product,1,$12.00,$12.00,$0.00
16472,2023-07-07,210000004611,JAG SPT CGX-SL BRK OUT HOUSING,Product,5,$1.00,$5.00,$0.00
16472,2023-07-07,210000004857,"SRAM, Stainless Shift Cable, Shifter Cable, 1.1mm, 3100mm, Shimano/SRAM",Product,1,$11.00,$11.00,$0.00
16472,2023-07-07,210000000395,"Shimano, Tourney Revoshift SL-RS45, Shift levers, 7 sp., Black, Pair",Product,1,$32.00,$32.00,$0.00
16473,2023-07-07,210000000000," (Work order #4533, Item: Giant hyb Grey
Replace non drive side crank ad new pedals 

Called 07/05/23)",Quote,1,$0.00,$0.00,$0.00
16473,2023-07-07,210000003720,49N TREKKING PEDALS - RESIN,Product,1,$20.00,$20.00,$0.00
16473,2023-07-07,210000004217,"Shimano, FC-TX801, Crank Arm, 170mm, Square, Black",Product,1,$35.00,$35.00,$0.00
16473,2023-07-07,210000000131,True Rear Wheel,Labour,1,$35.00,$35.00,$0.00
16474,2023-07-07,210000000000," (Work order #4543, Item: NORCO RAMPAGE BROWN
True front and rear wheels)",Quote,1,$0.00,$0.00,$0.00
16474,2023-07-07,210000000130,True Front Wheel,Labour,1,$30.00,$30.00,$0.00
16475,2023-07-07,210000004924,"SwissStop, Disc 34 RS, Disc brake pads, BR-R9270, BR-R9170, Dura Ace, Ultegra, 105, Tiagra, Pair",Product,2,$51.00,$102.00,$20.40
16475,2023-07-07,210000003455,"EVO, Presta, Tube, Length: 48mm, 700C, 35-44C",Product,1,$11.00,$11.00,$0.00
16475,2023-07-07,210000004702,"Shimano, SM-RT10, 160mm, Center Lock",Product,2,$25.00,$50.00,$0.00
16476,2023-07-07,210000004771,WHEELS MFTG HANGER #107,Product,1,$46.00,$46.00,$0.00
16476,2023-07-07,210000005013,"Rear 26"" DM 18 Blk Deore Disc",Product,1,$130.00,$130.00,$0.00
16477,2023-07-07,210000004347,CST BMX Operative Tire 20 x 2.125,Product,1,$32.00,$32.00,$0.00
16477,2023-07-07,210000005108,"EVO, SV, Tube, Schrader, Length: 48mm, 20'', 2.125-2.40",Product,1,$12.99,$12.99,$0.00
16477,2023-07-07,210000000087,Adjust Front *V-Brake*,Labour,1,$25.00,$25.00,$0.00
16478,2023-07-07,210000002912,49N DLX MULTI-FUNCTION PEDALS,Product,1,$63.00,$63.00,$0.00
16479,2023-07-07,210000000000," (Work order #4550, Item: Columbia Rambler Blk
Replace front wheel)",Quote,1,$0.00,$0.00,$0.00
16479,2023-07-07,210000005022,"Front 26"" Double Wall Blk Disc QR",Product,1,$75.00,$75.00,$0.00
16479,2023-07-07,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16480,2023-07-07,210000002215,spoke,Product,2,$3.00,$6.00,$0.00
16480,2023-07-07,210000000131,True Rear Wheel,Labour,1,$35.00,$35.00,$0.00
16481,2023-07-08,210000000000," (Work order #4525, Item: Aventon ebike Brown
Bleed front brake repair front light)",Quote,1,$0.00,$0.00,$0.00
16481,2023-07-08,210000000000," (Labor : remove headlight , cut/remove/solder/heatshrink wires )",Labour,1,$85.00,$85.00,$0.00
16481,2023-07-08,210000000095,Bleed Hydraulic Brake,Labour,1,$35.00,$35.00,$0.00
16482,2023-07-08,210000001477,"Sram, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$8.99,$8.99,$0.00
16483,2023-07-08,210000000000," (Work order #4537, Item: State rd beige
Replace broken spoke True rear wheel Front disc rubs
)",Quote,1,$0.00,$0.00,$0.00
16483,2023-07-08,210000000089,Adjust Front *Disk Brake*,Labour,1,$25.00,$25.00,$0.00
16483,2023-07-08,210000002215,spoke,Product,1,$3.00,$3.00,$0.00
16484,2023-07-08,210000003218,"EVO, Metropol, Tire, 700x40C, Wire, Clincher, Black",Product,1,$31.00,$31.00,$0.00
16484,2023-07-08,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,1,$10.00,$10.00,$0.00
16484,2023-07-08,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16485,2023-07-08,210000003372,"EVO, Presta, Tube, Length: 60mm, 700C, 28-32C",Product,1,$11.00,$11.00,$0.00
16486,2023-07-08,210000005112,Rear WH 27.5 Wide Blk Freewheel,Product,1,$65.00,$65.00,$0.00
16486,2023-07-08,210000002109,RIM TAPE,Product,1,$10.00,$10.00,$0.00
16486,2023-07-08,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16487,2023-07-08,210000003214,"Goodyear, Newton-ST, Tire, 29''x2.40, Folding, Tubeless Ready, Dynamic:R/T, EN Ultimate, 240TPI, Black",Product,2,$120.00,$240.00,$84.00
16488,2023-07-08,210000003445,"EVO, Dekko, Tire, 700x25C, Wire, Clincher, Black",Product,2,$30.00,$60.00,$0.00
16488,2023-07-08,210000004326,CYT 700 x 18-23 SV 48mm Tube,Product,2,$8.00,$16.00,$0.00
16489,2023-07-08,210000002316,"Garmin, Bike Cadence Sensor 2, 010-12844-00",Product,-1,$39.99,-$39.99,$0.00
16490,2023-07-08,210000002109,RIM TAPE,Product,2,$10.00,$20.00,$0.00
16490,2023-07-08,210000002110,TIRE SEALANT / 2 FL OZ,Product,4,$5.00,$20.00,$0.00
16490,2023-07-08,210000003679,NO TUBES UNIVERSAL TUBELESS VALVE STEMS44mm,Product,1,$25.00,$25.00,$0.00
16491,2023-07-08,210000004349,E Bike Tube Install,Product,1,$20.00,$20.00,$0.00
16492,2023-07-08,210000005152,"Truvativ, 32T, 9 sp, BCD 104mm, 4-Bolt, Middle Chainring, For MTB triple, Aluminum, Grey",Product,1,$37.00,$37.00,$0.00
16493,2023-07-08,210000000095,Bleed Hydraulic Brake,Labour,2,$35.00,$70.00,$0.00
16494,2023-07-08,210000003446,"EVO, Parkland, Tire, 700x38C, Wire, Clincher, Black",Product,1,$30.00,$30.00,$0.00
16494,2023-07-08,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,1,$10.00,$10.00,$0.00
16494,2023-07-08,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16497,2023-07-08,210000000000," (Work order #4554, Item: Kona mtb Blk
Ready on 08/07 at 10:57 am
Replace shift cables and housing Replace drivetrain)",Quote,1,$0.00,$0.00,$0.00
16497,2023-07-08,210000001477,"Sram, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$25.00,$25.00,$0.00
16497,2023-07-08,210000005118,"Shimano, CS-HG50-8-S, 8sp. cassette, 11-30T, 11-13-15-17-20-23-26-30",Product,1,$34.00,$34.00,$0.00
16497,2023-07-08,210000005153,"Shimano, Altus FC-M311, Crankset, 7/8 sp., 170mm, 22/32/42T, Riveted, Square, 50mm, Black",Product,1,$54.00,$54.00,$0.00
16497,2023-07-08,210000004609,JAG BASIC LEX SHFT OUT BLK HOUSING,Product,5,$1.00,$5.00,$0.00
16497,2023-07-08,210000000000, (Drivetrain Install),Labour,1,$60.00,$60.00,$0.00
16498,2023-07-08,210000002736,ZAFFIRO PRO HOME TRAINER 23-622 FOLD RED,Product,1,$50.00,$50.00,$0.00
16498,2023-07-08,210000004434,Jetblack S1 Sport Trainer,Product,1,$200.00,$200.00,$0.00
16498,2023-07-08,210000004326,CYT 700 x 18-23 SV 48mm Tube,Product,1,$8.00,$8.00,$0.00
16498,2023-07-08,210000002787,RISER RING,Product,1,$55.00,$55.00,$22.00
16499,2023-07-11,210000003446,"EVO, Parkland, Tire, 700x38C, Wire, Clincher, Black",Product,1,$30.00,$30.00,$0.00
16499,2023-07-11,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,1,$10.00,$10.00,$0.00
16499,2023-07-11,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16500,2023-07-11,210000000263,WELLGO 98A REPLACEMENT CLEATS,Product,2,$20.00,$40.00,$0.00
16500,2023-07-11,210000004102,"Look, Grip, Cleats, Grey, 4.5°",Product,1,$40.00,$40.00,$0.00
16501,2023-07-11,210000002316,"Garmin, Bike Cadence Sensor 2, 010-12844-00",Product,1,$70.00,$70.00,$0.00
16502,2023-07-11,210000003683,49N STANDARD  (48mm P/V) 700 x 23-28c,Product,1,$8.00,$8.00,$0.00
16502,2023-07-11,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
16502,2023-07-11,210000004129,"Zéfal, Aluplast 124, Bottle Cage, Black",Product,1,$8.00,$8.00,$0.00
16503,2023-07-11,210000003297,"OnGuard, OG 5815, U-Lock, 106mm x 200mm (4.2'' x 7.9'') / Cable 10mm x 120cm (10mm x 4')",Product,1,$50.00,$50.00,$0.00
16504,2023-07-11,210000004449,Left Pedal Insert 5/8-24 x 9/16,Product,1,$50.00,$50.00,$0.00
16505,2023-07-11,210000000368,"Varia, Presta valve adapters, bottle of 50",Product,2,$2.00,$4.00,$0.00
16506,2023-07-11,210000001477,"Sram, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$25.00,$25.00,$0.00
16506,2023-07-11,210000000126,Install Multi-Speed Chain,Labour,1,$35.00,$35.00,$0.00
16507,2023-07-11,210000000131,True Rear Wheel,Labour,1,$35.00,$35.00,$0.00
16508,2023-07-11,210000005161,VITTORIA TERRENO ZERO 700X35 RIGID FULL BLACK,Product,2,$39.00,$78.00,$0.00
16509,2023-07-12,210000004192,"Mirrycle, Mirror For MTB/ Hybrids",Product,1,$30.00,$30.00,$0.00
16509,2023-07-12,210000000000, (ADJUST REAR DER),Labour,1,$15.00,$15.00,$0.00
16510,2023-07-12,210000004875,"EVO, SV, Tube, Schrader, Length: 48mm, 700C, 35-44C",Product,2,$10.00,$20.00,$0.00
16511,2023-07-12,210000000000, (install all the things),Labour,1,$45.00,$45.00,$0.00
16511,2023-07-12,210000003324,49N Panier Rack Mono Stay ADP,Product,1,$11.00,$11.00,$0.00
16511,2023-07-12,210000003143,"Roswheel, Tour Rear Rack, Black",Product,1,$70.00,$70.00,$0.00
16513,2023-07-12,210000000130,True Front Wheel,Labour,1,$30.00,$30.00,$0.00
16514,2023-07-12,210000000000," (Work order #4567, Item: Trek touring  820 Green)",Quote,1,$0.00,$0.00,$0.00
16514,2023-07-12,210000000099,Adjust Rear Derailleur,Labour,1,$25.00,$25.00,$0.00
16514,2023-07-12,210000000104,Adjust Front Derailleur,Labour,1,$25.00,$25.00,$0.00
16514,2023-07-12,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
16514,2023-07-12,210000004609,JAG BASIC LEX SHFT OUT BLK HOUSING,Product,5,$1.00,$5.00,$0.00
16515,2023-07-12,210000000000," (Work order #4562, Item: Klien mtb Silver
Bike tune)",Quote,1,$0.00,$0.00,$0.00
16515,2023-07-12,210000000364,Bike Tune,Labour,1,$70.00,$70.00,$0.00
16516,2023-07-12,210000003456,"EVO, SV, Tube, Schrader, Length: 48mm, 26'', 1.75-2.125",Product,1,$9.00,$9.00,$0.00
16516,2023-07-12,210000002109,RIM TAPE,Product,1,$10.00,$10.00,$0.00
16516,2023-07-12,210000004349,E Bike Tube Install,Product,1,$20.00,$20.00,$0.00
16516,2023-07-12,210000002215,spoke,Product,3,$3.00,$9.00,$0.00
16516,2023-07-12,210000000131,True Rear Wheel,Labour,1,$35.00,$35.00,$0.00
16517,2023-07-12,210000004335,"EVO, Seatpost clamp with quick release, 31.8mm, Black",Product,1,$18.00,$18.00,$3.60
16517,2023-07-12,210000003324,49N Panier Rack Mono Stay ADP,Product,1,$11.00,$11.00,$2.20
16518,2023-07-12,210000002769,49N STD 700C x 28-35MM S/V40,Product,1,$8.00,$8.00,$0.00
16518,2023-07-12,210000003446,"EVO, Parkland, Tire, 700x38C, Wire, Clincher, Black",Product,1,$30.00,$30.00,$7.50
16518,2023-07-12,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
16519,2023-07-12,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
16519,2023-07-12,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
16520,2023-07-12,210000000126,Install Multi-Speed Chain,Labour,1,$35.00,$35.00,$0.00
16521,2023-07-12,210000000000," (Work order #4566, Item: RADPOWER BLK/ORAGE
REAR BRAKE MAKES NOISE , CHECK FRONT BRAKE.

BIKE IS USED WITH HORSES SO IT CANT MAKE NOISE VERY IMPORTANT!)",Quote,1,$0.00,$0.00,$0.00
